geoid10,poi_cat_automotive,poi_cat_civic_community,poi_cat_education,poi_cat_entertainment,poi_cat_finance,poi_cat_food_drink,poi_cat_grocery,poi_cat_health,poi_cat_leisure_sports,poi_cat_lodging,poi_cat_nightlife,poi_cat_services,poi_cat_shopping,poi_cat_transport
17031340600,0,1,1,2,0,0,0,0,0,0,2,4,0,1
17031350100,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17031350400,0,1,1,0,0,0,0,0,0,1,0,0,0,1
17031351000,0,3,1,1,0,9,1,0,0,0,1,2,2,3
17031351100,0,0,2,0,2,0,1,0,0,0,0,0,0,0
17031351400,0,3,2,3,1,1,1,1,0,0,0,0,0,0
17031351500,0,0,0,0,1,2,0,0,0,0,0,1,0,0
17031360200,0,3,0,0,0,0,0,0,0,0,0,0,0,0
17031380100,0,5,4,0,0,3,0,0,0,0,0,0,1,1
17031380200,1,2,0,0,0,0,1,0,0,0,0,0,1,1
17031380500,0,0,1,0,0,0,0,0,0,0,0,0,0,1
17031380700,0,5,1,0,0,1,0,0,0,0,0,0,0,0
17031381200,0,2,0,6,1,1,0,0,0,0,1,0,0,1
17031381400,0,2,1,5,0,2,2,0,0,0,0,0,2,2
17031381500,0,1,0,0,0,3,4,0,0,0,0,2,0,0
17031381700,0,0,1,0,0,0,0,1,0,0,0,0,0,0
17031381800,0,6,6,2,1,3,1,0,0,0,0,0,1,1
17031381900,0,4,0,1,0,0,0,3,0,0,0,0,0,0
17031390100,0,1,0,1,1,10,2,1,0,0,0,5,4,0
17031390200,0,3,1,3,0,2,1,0,0,0,0,0,0,3
17031390300,0,4,1,0,0,5,1,1,0,0,0,3,1,1
17031390400,1,3,1,2,1,1,0,0,0,0,0,2,1,0
17031390500,0,1,1,0,0,0,0,0,0,0,0,0,0,0
17031390600,0,0,2,0,0,0,0,0,0,0,0,0,1,1
17031390700,0,1,2,2,0,1,1,0,0,1,0,0,0,4
17031400300,0,4,1,4,0,1,2,1,0,0,0,0,0,5
17031400400,0,4,0,5,0,1,1,0,0,0,1,0,1,0
17031400500,0,10,1,1,0,2,0,0,0,0,0,0,0,0
17031400800,0,4,1,0,0,0,0,0,0,0,0,0,0,1
17031410100,1,2,1,0,1,6,2,1,0,0,1,6,3,2
17031410500,0,1,1,0,0,0,0,1,0,0,0,0,0,0
17031410600,0,2,1,2,1,4,1,0,0,0,1,2,2,1
17031410700,0,2,2,1,3,16,4,3,0,0,0,1,4,2
17031410800,0,2,0,4,6,32,2,3,0,2,2,8,13,0
17031410900,0,0,1,1,0,3,1,1,0,0,2,1,2,0
17031411000,0,6,2,10,1,9,1,0,6,0,0,3,6,5
17031411100,0,1,0,0,1,5,2,1,0,0,0,5,1,1
17031411200,0,1,2,2,2,5,1,0,0,0,1,2,2,0
17031420100,0,1,2,11,0,1,0,0,2,0,1,0,0,2
17031420200,0,2,2,1,0,3,1,0,0,1,0,0,1,0
17031420300,0,3,1,0,0,2,1,0,0,0,0,0,0,1
17031420400,1,4,4,1,0,2,2,0,0,0,0,2,0,3
17031420500,0,2,1,4,0,0,1,1,0,0,0,1,0,1
17031420600,0,2,0,1,0,2,2,0,0,0,0,0,0,1
17031420700,1,10,2,0,1,1,3,0,0,1,0,1,1,0
17031420800,0,3,1,2,0,1,1,0,0,0,1,0,3,1
17031421200,0,4,0,1,0,0,2,0,0,0,0,1,0,2
17031430101,0,0,1,0,0,1,2,0,0,0,1,1,3,1
17031430102,0,2,0,7,0,2,1,0,1,0,0,1,0,1
17031430200,0,4,3,0,0,5,3,1,0,0,0,2,0,3
17031430300,1,2,1,1,0,4,0,1,0,0,0,5,1,1
17031430400,3,6,1,0,1,7,3,0,0,0,1,1,3,1
17031430500,0,3,0,0,1,3,1,0,0,0,0,3,2,0
17031430600,0,3,1,0,1,6,1,0,0,0,0,6,5,0
17031430700,0,1,2,0,0,4,1,2,0,0,1,3,2,0
17031430800,0,1,2,0,0,0,1,0,0,0,0,0,1,1
17031430900,1,3,3,1,0,1,1,0,0,0,0,0,0,1
17031431200,0,1,2,0,0,1,2,0,0,0,0,1,1,4
17031431301,0,4,1,0,0,0,0,1,0,0,0,0,2,1
17031431302,0,11,1,1,0,3,2,0,0,0,0,1,1,1
17031431400,0,4,3,0,0,0,1,0,0,0,0,0,0,2
17031440101,1,1,0,0,1,0,5,0,0,0,0,0,2,1
17031440102,1,3,1,0,1,2,2,3,0,0,0,2,8,3
17031440201,0,2,1,0,0,0,1,0,0,0,0,0,0,2
17031440202,1,4,2,0,2,6,0,1,0,0,1,0,6,0
17031440300,0,10,4,1,0,5,2,0,0,0,0,0,1,5
17031440600,0,1,1,0,1,2,1,0,0,0,0,0,0,2
17031440700,0,1,0,0,2,1,0,0,0,0,1,0,0,1
17031440800,0,4,1,0,0,1,2,0,0,0,0,0,0,2
17031440900,0,9,3,0,0,0,0,0,0,1,0,0,0,1
17031450300,1,8,3,1,0,4,1,1,0,1,0,3,2,5
17031460100,0,5,3,3,0,4,0,0,0,0,0,0,1,3
17031460200,2,3,1,0,0,1,1,0,0,0,0,0,0,2
17031460301,0,1,2,0,0,1,1,0,0,0,0,0,2,0
17031460302,0,8,1,0,0,0,1,0,0,0,0,0,1,0
17031460400,0,4,1,0,0,2,0,0,0,0,0,0,0,1
17031460500,3,14,3,1,0,1,1,1,0,0,0,0,0,1
17031460600,0,3,4,0,0,0,1,0,0,0,0,0,0,2
17031460700,1,3,1,1,1,5,2,0,0,0,0,2,2,1
17031461000,1,9,2,2,4,7,1,4,1,0,1,3,7,1
17031470100,0,6,3,0,0,0,0,1,0,0,0,2,0,1
17031480100,0,0,2,0,0,6,0,1,0,0,0,0,1,1
17031480200,0,1,0,0,1,5,1,1,0,0,0,0,3,0
17031480300,2,3,2,0,0,0,0,0,0,1,1,0,1,1
17031480400,1,4,5,1,0,0,1,3,0,1,0,0,0,2
17031480500,5,6,0,0,1,0,0,1,0,0,0,2,1,0
17031490300,0,1,1,0,0,3,0,0,0,0,0,0,0,0
17031490400,0,0,0,0,0,0,2,0,0,0,0,0,0,2
17031490500,0,2,3,1,0,0,0,0,0,0,0,1,0,2
17031490600,0,3,1,0,1,0,0,0,0,0,0,0,0,1
17031490700,0,2,0,0,0,1,1,0,0,0,0,0,1,1
17031490800,1,5,2,2,1,7,1,0,0,0,0,0,4,1
17031490901,0,10,4,1,1,0,0,0,0,0,0,1,2,0
17031490902,0,12,2,0,0,2,1,1,0,0,0,0,1,4
17031491000,0,6,4,0,0,1,1,1,0,1,0,0,0,3
17031491100,0,7,1,1,3,0,3,0,0,0,0,0,2,3
17031491200,1,3,3,1,0,1,0,0,0,0,0,0,0,0
17031491300,0,8,1,0,0,0,0,1,0,0,0,0,0,1
17031491400,1,17,5,3,1,2,2,2,0,0,0,1,1,2
17031500100,0,3,3,1,0,1,0,0,0,0,0,1,0,2
17031500200,0,2,2,2,1,5,2,1,0,0,0,2,4,5
17031500300,4,5,1,3,0,5,2,2,0,0,1,0,0,3
17031510100,1,3,3,0,0,4,3,0,0,0,2,1,0,2
17031510200,1,4,0,0,0,5,0,2,0,0,0,0,0,1
17031510300,2,5,4,0,5,8,4,1,0,0,0,0,9,5
17031520100,4,2,3,1,1,5,3,0,0,0,0,2,0,2
17031520200,0,5,2,1,0,1,1,0,0,0,0,3,2,0
17031520300,2,5,1,0,2,5,4,2,0,0,3,3,4,0
17031520400,0,4,3,0,1,11,3,1,0,0,1,9,4,1
17031520500,0,3,2,0,1,0,1,1,1,0,0,0,0,1
17031520600,0,1,2,0,0,0,0,0,0,0,0,1,0,1
17031530100,0,9,3,0,0,0,2,0,0,0,0,0,1,2
17031530200,0,7,2,0,1,5,1,0,0,0,0,0,1,2
17031530300,1,7,3,0,1,0,2,1,0,0,0,0,2,3
17031530400,0,1,2,0,2,0,0,0,0,0,0,0,2,0
17031530501,0,14,2,0,0,0,0,0,0,0,1,0,0,2
17031530502,1,2,1,0,0,0,1,0,0,0,0,0,0,2
17031530503,0,2,2,1,0,1,0,0,0,0,0,0,1,3
17031530600,0,5,0,0,0,0,2,0,0,0,0,0,0,1
17031540101,0,7,7,1,0,0,0,0,1,0,0,3,0,2
17031540102,0,1,2,0,0,0,2,0,0,0,1,2,0,1
17031550100,2,12,4,0,3,12,3,2,1,0,6,4,5,2
17031550200,1,1,1,0,0,1,0,0,0,0,0,0,1,3
17031560100,0,1,0,0,0,1,1,0,0,1,0,0,0,1
17031560200,1,2,2,0,1,1,1,0,0,0,0,0,0,2
17031560300,2,4,3,0,0,2,1,0,0,0,0,0,1,2
17031560400,2,1,0,1,0,2,2,0,0,0,0,2,0,2
17031560700,1,2,3,0,2,4,2,0,0,0,1,2,3,1
17031560800,2,4,3,3,3,6,3,1,0,0,1,3,4,0
17031560900,2,1,2,1,1,11,1,1,0,1,2,0,1,2
17031561000,0,3,0,0,1,8,5,3,0,0,1,1,4,1
17031561100,0,2,3,1,1,0,1,0,0,0,0,0,0,0
17031570100,1,0,0,0,2,1,3,2,0,0,1,0,2,3
17031570200,1,2,3,0,1,5,3,0,0,0,0,5,11,2
17031570300,1,2,3,0,3,4,1,0,0,0,3,1,0,4
17031570400,3,2,2,0,0,1,1,0,0,1,0,0,0,1
17031570500,0,1,0,0,0,0,0,0,0,0,0,0,0,3
17031580100,1,2,3,0,0,3,4,1,0,0,0,1,3,6
17031580200,1,0,0,0,0,1,2,0,0,0,1,0,0,2
17031580300,0,0,1,0,0,0,1,0,0,0,0,0,0,2
17031580400,1,0,1,0,2,4,1,2,0,0,2,1,3,0
17031580501,1,3,3,0,2,1,2,0,0,0,0,1,0,2
17031580502,0,3,7,0,0,0,2,0,0,0,0,0,3,1
17031580600,0,3,2,0,0,3,2,0,0,0,0,0,4,3
17031580700,1,1,0,0,0,2,0,0,0,0,2,1,0,0
17031580800,0,0,1,0,1,1,1,0,0,0,0,0,1,0
17031590500,0,4,1,0,0,2,1,0,0,0,0,0,2,4
17031590600,0,1,4,0,1,0,1,0,0,0,0,0,0,1
17031590700,0,2,3,0,0,1,2,0,0,0,1,2,0,3
17031600400,1,2,2,0,0,4,3,0,0,0,0,1,0,4
17031600600,1,1,1,0,1,3,0,0,0,0,1,0,0,1
17031600700,0,1,0,0,0,1,1,0,0,0,1,0,1,0
17031600900,0,8,6,1,1,6,0,0,0,1,1,3,2,1
17031610300,1,2,1,0,2,9,3,0,0,0,1,0,10,5
17031610400,0,1,2,0,0,0,1,1,0,0,0,0,1,0
17031610800,1,0,0,0,0,1,0,0,0,0,1,0,0,0
17031611000,0,0,0,0,0,2,0,1,0,0,0,1,1,1
17031611100,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17031611200,0,2,2,0,1,1,0,0,0,0,0,0,3,1
17031611300,0,4,2,0,1,1,1,1,0,0,0,0,0,0
17031611400,0,2,3,1,0,1,2,0,0,0,0,0,0,0
17031611500,0,2,4,0,0,2,1,0,0,0,0,0,0,4
17031611600,0,0,0,0,0,0,1,0,0,0,0,0,0,3
17031611700,0,0,2,0,0,0,1,0,0,0,0,0,0,1
17031611800,1,0,1,0,0,0,0,0,0,0,0,0,0,0
17031611900,1,0,3,1,0,1,0,2,0,0,0,0,0,2
17031612000,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17031612100,0,2,1,0,0,0,0,0,0,0,0,0,0,0
17031620100,0,0,0,0,1,7,0,0,1,1,0,1,4,0
17031620200,2,0,0,0,2,5,5,1,0,0,0,0,3,3
17031620300,0,2,3,0,0,0,5,1,0,0,2,0,1,2
17031620400,0,1,2,0,2,2,1,1,0,0,0,1,0,1
17031630100,0,1,1,0,0,1,2,0,0,0,0,0,0,2
17031630200,0,3,1,0,0,1,3,0,0,0,1,2,1,1
17031630300,1,2,3,0,0,4,4,2,0,0,0,4,2,1
17031630400,0,0,0,0,0,0,3,0,0,0,0,0,1,3
17031630500,0,4,4,1,3,1,2,0,0,0,0,1,3,3
17031630800,0,1,1,0,1,7,1,0,1,0,0,0,3,2
17031630900,0,3,5,0,0,2,1,0,0,0,0,2,0,0
17031640100,0,1,0,1,1,6,1,0,0,0,1,0,2,1
17031640300,0,2,2,0,3,4,2,1,0,0,0,0,1,0
17031640400,0,0,1,0,0,0,2,0,0,0,0,1,1,0
17031640500,0,1,4,1,0,1,0,0,0,0,0,0,0,1
17031640600,2,3,1,0,1,1,1,1,0,0,1,0,3,0
17031640700,1,0,3,0,1,5,0,0,0,0,0,0,1,0
17031640800,0,0,0,1,0,5,1,0,0,0,0,0,1,0
17031650100,2,2,2,0,2,2,1,0,0,0,0,0,2,3
17031650200,1,3,2,2,0,2,2,1,0,0,0,1,1,1
17031650301,1,3,2,1,1,1,3,0,0,0,0,1,2,2
17031650302,0,1,1,0,1,2,1,1,0,0,0,0,1,2
17031650400,1,1,2,0,0,3,1,1,0,0,0,0,1,1
17031650500,1,1,2,1,0,11,2,1,0,1,0,1,14,3
17031660301,0,0,0,0,0,0,3,0,0,0,0,1,2,2
17031660302,2,6,0,0,0,2,3,0,0,0,0,1,3,1
17031660400,1,6,4,0,1,0,1,0,0,0,0,2,1,2
17031660500,0,2,2,0,2,2,3,0,0,0,0,0,0,4
17031660600,1,4,2,1,1,2,3,1,0,0,0,0,2,2
17031660700,2,3,2,0,0,2,0,0,0,0,0,0,1,0
17031660800,2,2,1,0,0,0,2,0,0,0,0,0,0,3
17031660900,1,6,6,2,0,0,0,1,0,0,0,0,0,4
17031661000,4,6,1,1,0,5,2,1,0,0,0,0,1,3
17031661100,0,1,0,0,0,0,1,0,0,0,0,0,0,2
17031670100,0,3,0,0,0,0,1,0,0,0,0,0,0,1
17031670200,0,1,0,0,0,0,1,0,0,0,0,0,0,2
17031670300,0,2,0,0,0,1,1,0,0,0,0,0,1,1
17031670400,0,0,1,0,0,0,1,0,0,0,0,0,0,0
17031670500,1,0,1,0,0,0,0,0,0,0,0,0,0,1
17031670600,0,6,1,0,0,0,0,0,0,0,0,0,0,0
17031670700,0,3,3,0,1,0,1,0,0,0,0,0,3,1
17031670800,0,5,2,0,0,0,1,0,0,0,0,0,2,1
17031670900,0,8,2,0,0,0,0,0,0,0,0,0,0,0
17031671100,0,3,1,0,0,0,0,0,0,0,0,1,0,2
17031671200,0,10,1,1,0,1,0,0,0,0,0,0,0,1
17031671300,0,6,1,0,0,0,0,0,0,0,0,0,0,0
17031671400,0,3,1,0,0,0,2,0,0,0,0,0,0,2
17031671500,0,5,3,0,2,2,3,0,0,0,0,0,3,3
17031671600,0,9,0,0,0,0,1,0,0,0,0,0,0,1
17031671800,0,6,0,0,0,0,0,0,0,0,0,0,0,0
17031671900,1,4,0,0,0,1,1,0,0,0,0,0,1,2
17031672000,0,6,3,0,0,0,0,0,0,0,0,0,1,2
17031680500,0,4,0,0,0,0,0,0,0,0,0,0,0,1
17031680600,0,8,0,0,0,1,0,0,0,0,0,1,1,2
17031680900,1,8,5,2,1,2,3,4,0,0,0,1,2,4
17031681000,0,6,1,0,3,1,1,0,0,0,0,0,2,2
17031681100,0,16,3,0,0,1,1,1,0,0,0,0,0,3
17031681200,0,9,3,0,0,1,0,2,0,0,0,0,0,1
17031681300,0,3,0,0,0,0,0,0,0,0,0,0,0,1
17031681400,0,6,2,0,0,0,2,0,0,0,0,0,2,1
17031690300,0,2,0,0,0,2,0,0,0,0,0,0,0,2
17031690400,0,7,5,0,0,0,3,0,0,0,0,0,1,3
17031690500,1,3,1,0,0,0,0,0,0,0,0,1,0,1
17031690900,0,7,1,0,0,0,1,0,0,0,0,1,0,0
17031691000,0,9,2,2,0,4,8,0,0,0,0,0,1,5
17031691100,0,5,1,1,2,1,3,0,0,0,0,0,0,1
17031691200,0,7,1,0,0,4,1,0,0,0,0,0,2,3
17031691300,1,2,1,0,1,3,4,1,0,0,1,0,0,5
17031691400,0,4,3,0,0,3,1,0,1,0,3,2,2,3
17031691500,0,9,2,0,4,1,1,0,0,2,1,1,1,2
17031700100,2,1,3,0,1,3,2,0,0,0,0,2,1,4
17031700200,1,2,0,0,3,1,0,0,0,1,0,0,2,0
17031700301,1,1,3,0,0,5,1,0,1,0,0,0,6,3
17031700302,0,4,2,0,1,1,1,1,0,1,0,1,1,3
17031700401,2,4,6,0,0,0,4,0,0,0,1,1,0,6
17031700402,1,3,1,0,1,9,1,0,0,0,0,0,2,1
17031700501,1,7,2,0,0,3,1,1,2,0,0,0,1,2
17031700502,0,2,1,0,0,0,0,1,12,0,0,0,0,2
17031710100,0,2,0,0,0,0,1,1,0,0,0,0,0,1
17031710200,0,5,2,1,0,1,1,0,0,0,0,0,0,1
17031710300,0,8,2,0,0,1,1,0,0,0,0,0,0,0
17031710400,0,9,3,0,0,3,0,0,0,0,0,0,2,2
17031710500,0,6,4,0,0,1,6,0,0,0,0,0,1,4
17031710600,0,1,1,0,0,0,0,0,0,0,0,0,1,0
17031710700,0,11,2,1,0,1,1,1,0,0,0,0,1,1
17031710800,0,9,2,0,1,2,1,0,0,0,0,0,3,1
17031710900,0,2,1,0,0,1,1,0,0,0,0,0,0,3
17031711000,0,5,2,0,0,1,1,0,0,0,0,0,0,3
17031711100,0,5,2,0,0,1,2,0,0,0,0,1,1,3
17031711200,0,4,5,0,0,1,1,0,0,0,0,0,0,5
17031711300,0,3,1,0,1,2,0,0,0,0,0,0,0,1
17031711400,1,4,3,0,0,0,2,0,0,0,0,3,1,2
17031711500,0,1,1,0,0,0,0,0,0,0,0,0,0,0
17031720100,1,5,3,0,3,5,1,1,3,0,0,0,4,2
17031720200,0,6,2,2,0,6,0,2,0,0,0,0,0,1
17031720300,1,0,2,1,0,2,1,1,0,0,0,0,2,1
17031720400,1,1,1,0,0,3,1,0,0,0,0,0,0,1
17031720500,0,2,0,0,0,1,2,0,0,0,3,0,0,1
17031720600,0,2,0,1,0,3,0,1,0,0,0,1,0,1
17031720700,0,1,1,1,1,2,0,0,0,0,0,2,0,1
17031730100,0,3,1,0,0,0,0,0,0,0,0,0,0,1
17031730201,0,4,1,0,1,0,0,0,0,1,0,0,2,2
17031730202,0,3,2,0,0,0,0,1,0,1,0,0,0,1
17031730300,0,2,1,0,0,0,2,0,0,0,1,0,1,1
17031730400,1,2,5,0,0,5,1,1,0,0,0,0,1,3
17031730500,0,7,4,0,0,1,1,0,0,0,0,0,1,3
17031730600,0,8,2,0,0,1,1,1,0,1,0,1,0,3
17031730700,0,2,3,1,3,2,2,1,0,0,0,1,1,3
17031740100,1,1,1,0,2,4,2,0,0,0,0,0,4,0
17031740200,0,3,5,0,1,3,1,1,0,0,1,1,2,3
17031740300,0,4,3,0,0,3,1,2,0,0,0,1,1,2
17031740400,2,2,3,0,1,0,1,1,0,0,0,1,0,3
17031750100,1,4,3,2,0,3,2,1,0,0,0,0,0,3
17031750200,0,5,3,0,1,4,0,0,0,0,0,0,0,1
17031750300,2,1,0,0,0,3,3,0,0,0,2,0,1,1
17031750400,0,2,2,1,1,1,0,0,0,0,0,0,1,1
17031750500,0,11,4,0,2,5,4,2,1,0,2,1,13,3
17031750600,1,6,2,0,0,1,0,1,0,0,0,0,0,4
17031760801,0,1,0,1,1,1,0,0,0,2,0,0,0,1
17031760802,0,4,1,1,1,1,2,0,7,0,0,1,0,2
17031760803,0,1,1,0,1,1,1,0,1,0,0,0,0,1
17031770602,0,0,0,0,1,0,0,0,0,0,0,1,0,0
17031770902,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17031810400,0,1,2,0,0,2,0,0,0,2,1,0,0,0
17031830500,1,2,6,5,0,0,1,0,0,0,0,0,0,3
17031830600,1,3,3,2,0,11,6,3,0,0,5,7,8,6
17031830700,0,3,3,1,8,27,5,2,0,0,3,3,6,3
17031830800,0,4,4,0,3,13,4,0,0,0,4,2,2,2
17031830900,4,2,2,2,0,21,5,7,2,1,2,5,23,11
17031831000,0,6,2,1,2,5,4,0,2,2,3,1,7,1
17031831100,3,1,4,1,7,10,12,3,0,0,8,6,12,6
17031831200,0,2,2,0,0,3,2,1,0,0,0,2,4,1
17031831300,0,0,0,1,0,0,3,1,0,0,0,0,2,2
17031831400,2,5,3,0,0,3,3,2,0,0,0,1,3,5
17031831500,0,4,3,1,2,13,6,2,2,0,0,3,21,0
17031831600,9,4,3,0,2,4,6,2,0,0,3,3,4,3
17031831700,3,2,1,1,2,3,2,0,0,0,0,4,7,2
17031831800,3,4,10,2,0,14,2,0,0,0,1,1,2,6
17031831900,1,4,2,5,1,11,2,2,0,0,4,1,5,3
17031832000,1,1,0,3,2,20,2,0,0,1,9,1,4,1
17031832100,1,3,2,1,1,13,7,3,1,0,1,8,5,3
17031832200,1,2,1,0,0,10,3,0,0,0,7,1,3,3
17031832300,3,2,2,1,1,8,5,0,0,0,5,5,6,4
17031832400,1,1,2,1,0,13,3,0,0,0,2,1,1,0
17031832500,4,3,6,2,2,26,4,9,3,0,7,16,22,2
17031832600,1,3,2,3,3,29,5,7,1,0,4,20,30,2
17031832900,0,4,2,2,0,0,0,1,1,1,1,0,0,2
17031833000,0,8,6,8,8,139,13,13,1,4,25,19,37,19
17031833100,2,6,12,7,1,30,8,10,1,2,6,24,12,9
17031833300,0,2,2,3,1,22,2,0,0,0,1,2,1,1
17031833900,0,14,5,2,0,4,6,1,0,0,0,2,3,1
17031834000,0,4,1,0,0,0,0,1,0,0,0,0,1,3
17031834200,1,4,3,0,2,2,2,1,0,0,0,1,4,3
17031834300,0,5,4,1,2,4,6,0,0,0,0,0,1,5
17031834400,0,5,3,0,0,1,0,1,0,0,0,0,0,1
17031834500,0,8,0,1,0,2,1,0,0,0,0,0,0,0
17031834600,0,5,4,1,0,1,3,0,0,0,0,1,0,5
17031834700,1,5,3,1,0,0,2,1,0,0,0,0,0,4
17031834800,0,5,1,0,1,3,2,2,0,0,0,0,3,1
17031834900,0,10,1,1,0,0,1,0,0,0,0,0,0,0
17031835000,1,3,3,0,2,5,3,0,0,0,0,1,1,3
17031835100,4,2,3,0,0,2,3,0,0,0,0,1,0,2
17031835200,4,2,0,0,1,3,0,1,0,1,2,1,5,8
17031835500,1,2,2,1,0,4,3,0,0,0,0,0,0,5
17031835600,0,1,0,0,1,3,2,1,0,0,0,0,8,3
17031835700,0,1,1,0,0,0,1,0,0,0,0,0,0,1
17031835800,0,1,0,3,0,0,0,0,1,0,0,0,3,0
17031835900,0,8,5,0,0,1,0,0,0,1,0,1,1,2
17031836000,0,4,4,2,0,2,0,0,0,0,0,1,0,0
17031836100,1,8,5,4,0,5,2,0,0,0,0,0,0,2
17031836200,0,10,7,7,7,22,1,3,0,0,0,0,1,6
17031836300,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17031836400,0,3,2,5,0,0,0,1,0,0,1,0,1,0
17031836500,0,0,2,0,0,0,0,1,0,0,0,0,0,0
17031836600,1,7,0,0,3,8,2,1,0,0,0,2,13,1
17031836700,0,3,5,1,0,2,2,0,0,0,3,0,1,3
17031836800,0,18,1,8,0,4,1,1,0,0,1,1,2,3
17031836900,0,2,1,0,0,0,1,0,0,0,0,0,1,1
17031837000,1,9,1,0,1,2,1,0,0,0,0,0,1,2
17031837100,0,4,6,3,0,1,1,0,0,0,0,0,4,3
17031837300,0,5,2,0,0,0,1,1,0,0,0,0,0,2
17031837400,0,6,2,0,0,0,0,0,0,0,1,0,0,1
17031837800,2,5,4,2,3,7,5,2,0,0,0,1,1,5
17031838000,0,1,5,0,0,1,0,1,0,0,0,0,0,0
17031838100,1,8,4,4,0,8,1,6,0,1,3,0,1,6
17031838200,0,15,9,2,0,25,2,12,0,3,0,1,1,4
17031838300,0,6,2,0,0,8,1,1,0,0,0,0,1,2
17031838600,0,4,1,0,0,0,0,0,0,0,0,0,1,1
17031838700,0,10,5,1,0,2,2,1,0,0,0,0,1,4
17031838800,2,6,1,2,0,3,3,0,1,0,0,0,0,4
17031839000,0,2,4,5,1,19,7,3,0,0,4,7,11,5
17031839100,0,13,5,88,38,210,20,10,1,24,26,18,35,32
17031839200,2,5,5,1,0,0,0,1,0,0,0,0,0,1
17031839500,0,3,2,0,0,4,1,1,0,0,0,0,1,3
17031839600,0,3,3,0,1,1,1,0,0,0,0,0,1,1
17031839700,0,1,1,2,2,9,2,1,0,1,1,1,7,1
17031839800,0,2,1,0,1,9,2,1,1,0,0,1,4,1
17031839900,0,2,2,3,3,8,1,1,0,0,2,2,3,5
17031840000,0,0,0,0,0,3,1,0,0,0,1,0,1,2
17031840100,0,1,4,0,0,1,1,0,0,0,0,0,0,1
17031840200,2,3,1,0,1,5,1,0,0,0,1,1,3,3
17031840300,1,3,1,0,1,7,3,2,0,0,0,0,0,3
17031840400,2,3,0,1,2,8,3,3,0,0,1,0,13,2
17031840700,1,3,4,1,4,3,3,2,0,0,0,0,3,1
17031840800,0,0,2,0,2,3,5,2,0,0,0,0,0,2
17031841000,1,1,2,6,2,9,1,3,0,2,3,2,0,5
17031841100,0,10,5,18,8,71,18,3,0,2,3,7,14,5
17031841200,2,2,3,0,2,8,2,2,2,0,0,0,4,2
17031841300,2,6,6,0,2,11,4,0,0,0,0,3,3,4
17031841400,0,9,2,1,0,0,0,0,0,0,0,0,0,1
17031841500,0,14,4,0,0,1,0,0,0,0,0,0,0,1
17031841600,0,6,0,1,0,0,0,0,0,0,0,0,0,0
17031841700,0,1,1,1,0,0,2,0,0,0,0,0,0,2
17031841800,0,11,4,2,0,1,1,1,0,0,1,0,1,3
17031841900,1,16,6,16,8,45,9,7,1,1,4,13,33,21
17031842000,0,3,5,3,1,6,2,2,0,0,1,1,2,9
17031842100,0,4,6,0,0,1,2,0,0,0,0,0,0,3
17031842200,4,3,2,4,3,23,10,4,3,0,5,6,22,15
17031842300,7,5,5,7,0,17,6,2,1,0,8,3,11,7
17031842400,2,4,4,0,5,12,4,1,1,0,0,3,19,2
17031842500,0,3,1,0,0,0,2,0,0,0,0,0,0,3
17031842600,4,5,3,2,2,6,8,5,0,0,3,6,7,4
17031842800,1,2,4,0,1,7,3,5,0,0,1,0,4,5
17031842900,1,9,6,1,5,6,5,3,0,0,0,2,6,10
17031843000,1,10,2,0,1,6,4,1,1,0,0,0,2,5
17031843100,0,6,4,1,0,0,0,0,0,0,0,0,0,2
17031843200,1,3,2,2,0,6,11,1,0,0,1,2,8,6
17031843300,0,8,2,31,1,2,0,4,0,0,0,0,0,3
17031843400,1,5,0,0,0,1,2,0,0,0,0,1,1,3
17031843500,1,8,0,1,1,6,1,5,0,0,0,0,4,5
17031843600,0,1,0,2,2,7,0,2,0,0,0,3,6,2
17031843700,1,3,6,5,1,11,3,5,1,0,2,3,10,5
17031843800,0,5,2,0,0,2,1,0,0,0,0,0,0,2
17031843900,0,4,1,3,1,1,2,1,1,0,0,1,0,7
17031980000,1,48,0,4,24,102,27,4,0,1,20,40,55,22
17031980100,1,11,0,1,8,29,4,0,1,0,2,1,11,3
